Year,County,Age,Total Population
2024,Lamar,20 Years,659
2024,Lamar,21 Years,692
2024,Lamar,22 Years,631
2024,Lamar,23 Years,660
2024,Lamar,24 Years,654
2024,Lamar,25 Years,597
2024,Lamar,26 Years,569
2024,Lamar,27 Years,550
2024,Lamar,28 Years,538
2024,Lamar,29 Years,606
2024,Lamar,30 Years,542
2024,Lamar,31 Years,543
2024,Lamar,32 Years,712
2024,Lamar,33 Years,595
2024,Lamar,34 Years,683
2024,Lamar,35 Years,605
2024,Lamar,36 Years,599
2024,Lamar,37 Years,566
2024,Lamar,38 Years,572
2024,Lamar,39 Years,614
2024,Lamar,40 Years,526
2024,Lamar,41 Years,517
2024,Lamar,42 Years,598
2024,Lamar,43 Years,579
2024,Lamar,44 Years,657
2024,Lamar,45 Years,554
2024,Lamar,46 Years,584
2024,Lamar,47 Years,491
2024,Lamar,48 Years,470
2024,Lamar,49 Years,625
2024,Lamar,50 Years,483
2024,Lamar,51 Years,512
2024,Lamar,52 Years,612
2024,Lamar,53 Years,704
2024,Lamar,54 Years,674
2024,Lamar,55 Years,699
2024,Lamar,56 Years,619
2024,Lamar,57 Years,574
2024,Lamar,58 Years,645
2024,Lamar,59 Years,612
2024,Lamar,60 Years,680
2024,Lamar,61 Years,711
2024,Lamar,62 Years,679
2024,Lamar,63 Years,670
2024,Lamar,64 Years,735
2024,Lamar,65 Years,617
2024,Lamar,66 Years,661
2024,Lamar,67 Years,581
2024,Lamar,68 Years,574
2024,Lamar,69 Years,654
2024,Lamar,70 Years,526
2024,Lamar,71 Years,504
2024,Lamar,72 Years,545
2024,Lamar,73 Years,517
2024,Lamar,74 Years,527
2024,Lamar,75 Years,525
2024,Lamar,76 Years,457
2024,Lamar,77 Years,535
2024,Lamar,78 Years,381
2024,Lamar,79 Years,396
2024,Lamar,80 Years,400
2024,Lamar,81 Years,345
2024,Lamar,82 Years,300
2024,Lamar,83 Years,287
2024,Lamar,84 Years,206
2024,Lamar,85 Years,197
2024,Lamar,86 Years,199
2024,Lamar,87 Years,174
2024,Lamar,88 Years,114
2024,Lamar,89 Years,138
2024,Lamar,90 Years,95
2024,Lamar,91 Years,63
2024,Lamar,92 Years,75
2024,Lamar,93 Years,30
2024,Lamar,94 Years,51
2024,Lamar,95+ Years,34
2024,Lamb,< 01 Year,154
2024,Lamb,01 Years,160
2024,Lamb,02 Years,161
2024,Lamb,03 Years,167
2024,Lamb,04 Years,108
2024,Lamb,05 Years,153
2024,Lamb,06 Years,157
2024,Lamb,07 Years,150
2024,Lamb,08 Years,203
2024,Lamb,09 Years,184
2024,Lamb,10 Years,178
2024,Lamb,11 Years,180
2024,Lamb,12 Years,206
2024,Lamb,13 Years,200
2024,Lamb,14 Years,250
2024,Lamb,15 Years,216
2024,Lamb,16 Years,197
2024,Lamb,17 Years,205
2024,Lamb,18 Years,202
2024,Lamb,19 Years,196
2024,Lamb,20 Years,217
2024,Lamb,21 Years,188
2024,Lamb,22 Years,155
2024,Lamb,23 Years,153
2024,Lamb,24 Years,124
2024,Lamb,25 Years,129
2024,Lamb,26 Years,131
2024,Lamb,27 Years,111
2024,Lamb,28 Years,152
2024,Lamb,29 Years,150
2024,Lamb,30 Years,156
2024,Lamb,31 Years,108
2024,Lamb,32 Years,115
2024,Lamb,33 Years,107
2024,Lamb,34 Years,173
2024,Lamb,35 Years,134
2024,Lamb,36 Years,134
2024,Lamb,37 Years,135
2024,Lamb,38 Years,143
2024,Lamb,39 Years,169
2024,Lamb,40 Years,145
2024,Lamb,41 Years,167
2024,Lamb,42 Years,123
2024,Lamb,43 Years,149
2024,Lamb,44 Years,186
2024,Lamb,45 Years,94
2024,Lamb,46 Years,134
2024,Lamb,47 Years,96
2024,Lamb,48 Years,134
2024,Lamb,49 Years,138
2024,Lamb,50 Years,116
2024,Lamb,51 Years,100
2024,Lamb,52 Years,154
2024,Lamb,53 Years,124
2024,Lamb,54 Years,169
2024,Lamb,55 Years,163
2024,Lamb,56 Years,132
2024,Lamb,57 Years,154
2024,Lamb,58 Years,141
2024,Lamb,59 Years,160
2024,Lamb,60 Years,152
2024,Lamb,61 Years,156
2024,Lamb,62 Years,153
2024,Lamb,63 Years,154
2024,Lamb,64 Years,168
2024,Lamb,65 Years,167
2024,Lamb,66 Years,177
2024,Lamb,67 Years,185
2024,Lamb,68 Years,117
2024,Lamb,69 Years,153
2024,Lamb,70 Years,111
2024,Lamb,71 Years,146
2024,Lamb,72 Years,108
2024,Lamb,73 Years,105
2024,Lamb,74 Years,117
2024,Lamb,75 Years,82
2024,Lamb,76 Years,102
2024,Lamb,77 Years,67
2024,Lamb,78 Years,142
2024,Lamb,79 Years,86
2024,Lamb,80 Years,60
2024,Lamb,81 Years,71
2024,Lamb,82 Years,86
2024,Lamb,83 Years,66
2024,Lamb,84 Years,75
2024,Lamb,85 Years,65
2024,Lamb,86 Years,59
2024,Lamb,87 Years,36
2024,Lamb,88 Years,55
2024,Lamb,89 Years,38
2024,Lamb,90 Years,41
2024,Lamb,91 Years,10
2024,Lamb,92 Years,10
2024,Lamb,93 Years,26
2024,Lamb,94 Years,16
2024,Lamb,95+ Years,14
2024,Lubbock,< 01 Year,4131
2024,Lubbock,01 Years,4165
2024,Lubbock,02 Years,4185
2024,Lubbock,03 Years,4118
2024,Lubbock,04 Years,3962
2024,Lubbock,05 Years,3957
2024,Lubbock,06 Years,4066
2024,Lubbock,07 Years,4084
2024,Lubbock,08 Years,4131
2024,Lubbock,09 Years,4276
2024,Lubbock,10 Years,4158
2024,Lubbock,11 Years,4055
2024,Lubbock,12 Years,4051
2024,Lubbock,13 Years,4204
2024,Lubbock,14 Years,4395
2024,Lubbock,15 Years,4374
2024,Lubbock,16 Years,4633
2024,Lubbock,17 Years,4662
2024,Lubbock,18 Years,8232
2024,Lubbock,19 Years,6016
2024,Lubbock,20 Years,7199
2024,Lubbock,21 Years,6911
2024,Lubbock,22 Years,6707
2024,Lubbock,23 Years,5863
2024,Lubbock,24 Years,5453
2024,Lubbock,25 Years,4703
2024,Lubbock,26 Years,4704
2024,Lubbock,27 Years,4678
2024,Lubbock,28 Years,4581
2024,Lubbock,29 Years,5200
2024,Lubbock,30 Years,4874
2024,Lubbock,31 Years,4942
2024,Lubbock,32 Years,4860
2024,Lubbock,33 Years,4578
2024,Lubbock,34 Years,4842
2024,Lubbock,35 Years,4271
2024,Lubbock,36 Years,4345
2024,Lubbock,37 Years,4390
2024,Lubbock,38 Years,4340
2024,Lubbock,39 Years,4614
2024,Lubbock,40 Years,4128
2024,Lubbock,41 Years,4223
2024,Lubbock,42 Years,4076
2024,Lubbock,43 Years,3881
2024,Lubbock,44 Years,4451
2024,Lubbock,45 Years,3618
2024,Lubbock,46 Years,3593
2024,Lubbock,47 Years,3380
2024,Lubbock,48 Years,3286
2024,Lubbock,49 Years,3402
2024,Lubbock,50 Years,3158
2024,Lubbock,51 Years,3013
2024,Lubbock,52 Years,3355
2024,Lubbock,53 Years,3411
2024,Lubbock,54 Years,3519
2024,Lubbock,55 Years,3142
2024,Lubbock,56 Years,2988
2024,Lubbock,57 Years,3060
2024,Lubbock,58 Years,3307
2024,Lubbock,59 Years,3520
2024,Lubbock,60 Years,3511
2024,Lubbock,61 Years,3330
2024,Lubbock,62 Years,3378
2024,Lubbock,63 Years,3499
2024,Lubbock,64 Years,3547
2024,Lubbock,65 Years,3244
2024,Lubbock,66 Years,3222
2024,Lubbock,67 Years,3258
2024,Lubbock,68 Years,3109
2024,Lubbock,69 Years,3172
2024,Lubbock,70 Years,2899
2024,Lubbock,71 Years,2775
2024,Lubbock,72 Years,2573
2024,Lubbock,73 Years,2500
2024,Lubbock,74 Years,2213
2024,Lubbock,75 Years,2065
2024,Lubbock,76 Years,1997
2024,Lubbock,77 Years,1924
2024,Lubbock,78 Years,1498
2024,Lubbock,79 Years,1480
2024,Lubbock,80 Years,1373
2024,Lubbock,81 Years,1244
2024,Lubbock,82 Years,1094
2024,Lubbock,83 Years,943
2024,Lubbock,84 Years,824
2024,Lubbock,85 Years,806
2024,Lubbock,86 Years,723
2024,Lubbock,87 Years,627
2024,Lubbock,88 Years,632
2024,Lubbock,89 Years,614
2024,Lubbock,90 Years,392
2024,Lubbock,91 Years,321
2024,Lubbock,92 Years,294
2024,Lubbock,93 Years,175
2024,Lubbock,94 Years,132
2024,Lubbock,95+ Years,33
2024,Lynn,< 01 Year,97
2024,Lynn,01 Years,98
2024,Lynn,02 Years,95
2024,Lynn,03 Years,80
2024,Lynn,04 Years,83
2024,Lynn,05 Years,59
2024,Lynn,06 Years,71
2024,Lynn,07 Years,99
2024,Lynn,08 Years,83
2024,Lynn,09 Years,91
2024,Lynn,10 Years,106
2024,Lynn,11 Years,106
2024,Lynn,12 Years,88
2024,Lynn,13 Years,83
2024,Lynn,14 Years,100
2024,Lynn,15 Years,105
2024,Lynn,16 Years,100
2024,Lynn,17 Years,123
2024,Lynn,18 Years,89
2024,Lynn,19 Years,101
2024,Lynn,20 Years,93
2024,Lynn,21 Years,92
2024,Lynn,22 Years,80
2024,Lynn,23 Years,29
2024,Lynn,24 Years,54
2024,Lynn,25 Years,49
2024,Lynn,26 Years,38
2024,Lynn,27 Years,48
2024,Lynn,28 Years,46
2024,Lynn,29 Years,72
2024,Lynn,30 Years,37
2024,Lynn,31 Years,36
2024,Lynn,32 Years,55
2024,Lynn,33 Years,78
2024,Lynn,34 Years,96
2024,Lynn,35 Years,92
2024,Lynn,36 Years,63
2024,Lynn,37 Years,55
2024,Lynn,38 Years,83
2024,Lynn,39 Years,60
2024,Lynn,40 Years,89
2024,Lynn,41 Years,87
2024,Lynn,42 Years,71
2024,Lynn,43 Years,109
2024,Lynn,44 Years,62
2024,Lynn,45 Years,81
2024,Lynn,46 Years,88
2024,Lynn,47 Years,63
2024,Lynn,48 Years,49
2024,Lynn,49 Years,84
2024,Lynn,50 Years,62
2024,Lynn,51 Years,82
2024,Lynn,52 Years,44
2024,Lynn,53 Years,30
2024,Lynn,54 Years,103
2024,Lynn,55 Years,93
2024,Lynn,56 Years,39
2024,Lynn,57 Years,64
2024,Lynn,58 Years,45
2024,Lynn,59 Years,83
2024,Lynn,60 Years,80
2024,Lynn,61 Years,96
2024,Lynn,62 Years,97
2024,Lynn,63 Years,82
2024,Lynn,64 Years,68
2024,Lynn,65 Years,76
2024,Lynn,66 Years,60
2024,Lynn,67 Years,56
2024,Lynn,68 Years,93
2024,Lynn,69 Years,89
2024,Lynn,70 Years,68
2024,Lynn,71 Years,47
2024,Lynn,72 Years,62
2024,Lynn,73 Years,37
2024,Lynn,74 Years,49
2024,Lynn,75 Years,49
2024,Lynn,76 Years,39
2024,Lynn,77 Years,46
2024,Lynn,78 Years,31
2024,Lynn,79 Years,37
2024,Lynn,80 Years,47
2024,Lynn,81 Years,28
2024,Lynn,82 Years,39
2024,Lynn,83 Years,14
2024,Lynn,84 Years,21
2024,Lynn,85 Years,32
2024,Lynn,86 Years,24
2024,Lynn,87 Years,30
2024,Lynn,88 Years,1
2024,Lynn,89 Years,16
2024,Lynn,90 Years,16
2024,Lynn,91 Years,4
2024,Lynn,92 Years,19
2024,Lynn,93 Years,3
2024,Lynn,94 Years,0
2024,Lynn,95+ Years,11
2024,Martin,< 01 Year,72
2024,Martin,01 Years,64
2024,Martin,02 Years,65
2024,Martin,03 Years,77
2024,Martin,04 Years,57
2024,Martin,05 Years,69
2024,Martin,06 Years,73
2024,Martin,07 Years,80
2024,Martin,08 Years,73
2024,Martin,09 Years,90
2024,Martin,10 Years,83
2024,Martin,11 Years,86
2024,Martin,12 Years,81
2024,Martin,13 Years,84
2024,Martin,14 Years,98
2024,Martin,15 Years,86
2024,Martin,16 Years,117
2024,Martin,17 Years,87
2024,Martin,18 Years,68
2024,Martin,19 Years,91
2024,Martin,20 Years,79
2024,Martin,21 Years,67
2024,Martin,22 Years,63
2024,Martin,23 Years,73
2024,Martin,24 Years,36
2024,Martin,25 Years,65
2024,Martin,26 Years,55
2024,Martin,27 Years,52
2024,Martin,28 Years,38
2024,Martin,29 Years,26
2024,Martin,30 Years,48
2024,Martin,31 Years,71
2024,Martin,32 Years,51
2024,Martin,33 Years,61
2024,Martin,34 Years,87
2024,Martin,35 Years,77
2024,Martin,36 Years,86
2024,Martin,37 Years,57
2024,Martin,38 Years,67
2024,Martin,39 Years,69
2024,Martin,40 Years,83
2024,Martin,41 Years,85
2024,Martin,42 Years,71
2024,Martin,43 Years,50
2024,Martin,44 Years,64
2024,Martin,45 Years,52
2024,Martin,46 Years,41
2024,Martin,47 Years,84
2024,Martin,48 Years,35
2024,Martin,49 Years,53
2024,Martin,50 Years,26
2024,Martin,51 Years,69
2024,Martin,52 Years,56
2024,Martin,53 Years,71
2024,Martin,54 Years,51
2024,Martin,55 Years,80
2024,Martin,56 Years,40
2024,Martin,57 Years,46
2024,Martin,58 Years,57
2024,Martin,59 Years,52
2024,Martin,60 Years,68
2024,Martin,61 Years,65
2024,Martin,62 Years,82
2024,Martin,63 Years,66
2024,Martin,64 Years,69
2024,Martin,65 Years,69
2024,Martin,66 Years,57
2024,Martin,67 Years,47
2024,Martin,68 Years,69
2024,Martin,69 Years,39
2024,Martin,70 Years,59
2024,Martin,71 Years,24
2024,Martin,72 Years,45
2024,Martin,73 Years,28
2024,Martin,74 Years,43
2024,Martin,75 Years,37
2024,Martin,76 Years,31
2024,Martin,77 Years,29
2024,Martin,78 Years,30
2024,Martin,79 Years,19
2024,Martin,80 Years,20
2024,Martin,81 Years,38
2024,Martin,82 Years,13
2024,Martin,83 Years,27
2024,Martin,84 Years,17
2024,Martin,85 Years,26
2024,Martin,86 Years,18
2024,Martin,87 Years,8
2024,Martin,88 Years,8
2024,Martin,89 Years,3
2024,Martin,90 Years,0
2024,Martin,91 Years,8
2024,Martin,92 Years,8
2024,Martin,93 Years,9
2024,Martin,94 Years,0
2024,Martin,95+ Years,9
2024,Mclennan,< 01 Year,3291
2024,Mclennan,01 Years,3361
2024,Mclennan,02 Years,3363
2024,Mclennan,03 Years,3323
2024,Mclennan,04 Years,3190
2024,Mclennan,05 Years,3298
2024,Mclennan,06 Years,3420
2024,Mclennan,07 Years,3410
2024,Mclennan,08 Years,3561
2024,Mclennan,09 Years,3697
2024,Mclennan,10 Years,3807
2024,Mclennan,11 Years,3576
2024,Mclennan,12 Years,3550
2024,Mclennan,13 Years,3544
2024,Mclennan,14 Years,3736
2024,Mclennan,15 Years,3605
2024,Mclennan,16 Years,3628
2024,Mclennan,17 Years,3728
2024,Mclennan,18 Years,5052
2024,Mclennan,19 Years,6428
2024,Mclennan,20 Years,5541
2024,Mclennan,21 Years,5343
2024,Mclennan,22 Years,4703
2024,Mclennan,23 Years,3710
2024,Mclennan,24 Years,3735
2024,Mclennan,25 Years,3700
2024,Mclennan,26 Years,3681
2024,Mclennan,27 Years,3785
2024,Mclennan,28 Years,3750
2024,Mclennan,29 Years,3714
2024,Mclennan,30 Years,3426
2024,Mclennan,31 Years,3522
2024,Mclennan,32 Years,3525
2024,Mclennan,33 Years,3403
2024,Mclennan,34 Years,3632
2024,Mclennan,35 Years,3420
2024,Mclennan,36 Years,3469
2024,Mclennan,37 Years,3337
2024,Mclennan,38 Years,3353
2024,Mclennan,39 Years,3519
2024,Mclennan,40 Years,3248
2024,Mclennan,41 Years,3193
2024,Mclennan,42 Years,3274
2024,Mclennan,43 Years,3179
2024,Mclennan,44 Years,3492
2024,Mclennan,45 Years,2926
2024,Mclennan,46 Years,3058
2024,Mclennan,47 Years,2702
2024,Mclennan,48 Years,2755
2024,Mclennan,49 Years,2984
2024,Mclennan,50 Years,2688
2024,Mclennan,51 Years,2739
2024,Mclennan,52 Years,2804
2024,Mclennan,53 Years,2883
2024,Mclennan,54 Years,2928
2024,Mclennan,55 Years,2666
2024,Mclennan,56 Years,2713
2024,Mclennan,57 Years,2688
2024,Mclennan,58 Years,2695
2024,Mclennan,59 Years,3111
2024,Mclennan,60 Years,2894
2024,Mclennan,61 Years,2936
2024,Mclennan,62 Years,3117
2024,Mclennan,63 Years,2949
2024,Mclennan,64 Years,3001
2024,Mclennan,65 Years,2875
2024,Mclennan,66 Years,2773
2024,Mclennan,67 Years,2757
2024,Mclennan,68 Years,2674
2024,Mclennan,69 Years,2691
2024,Mclennan,70 Years,2445
2024,Mclennan,71 Years,2589
2024,Mclennan,72 Years,2296
2024,Mclennan,73 Years,2171
2024,Mclennan,74 Years,2178
2024,Mclennan,75 Years,1984
2024,Mclennan,76 Years,1989
2024,Mclennan,77 Years,1883
2024,Mclennan,78 Years,1283
2024,Mclennan,79 Years,1316
2024,Mclennan,80 Years,1254
2024,Mclennan,81 Years,1226
2024,Mclennan,82 Years,1056
2024,Mclennan,83 Years,883
2024,Mclennan,84 Years,858
2024,Mclennan,85 Years,703
2024,Mclennan,86 Years,685
2024,Mclennan,87 Years,581
2024,Mclennan,88 Years,537
2024,Mclennan,89 Years,454
2024,Mclennan,90 Years,366
2024,Mclennan,91 Years,336
2024,Mclennan,92 Years,339
2024,Mclennan,93 Years,283
2024,Mclennan,94 Years,251
2024,Mclennan,95+ Years,737
2024,Midland,< 01 Year,3091
2024,Midland,01 Years,3020
2024,Midland,02 Years,2915
2024,Midland,03 Years,2912
2024,Midland,04 Years,2574
2024,Midland,05 Years,2606
2024,Midland,06 Years,2739
2024,Midland,07 Years,2816
2024,Midland,08 Years,2922
2024,Midland,09 Years,2888
2024,Midland,10 Years,2849
2024,Midland,11 Years,2854
2024,Midland,12 Years,2679
2024,Midland,13 Years,2761
2024,Midland,14 Years,2777
2024,Midland,15 Years,2774
2024,Midland,16 Years,2764
2024,Midland,17 Years,2578
2024,Midland,18 Years,2586
2024,Midland,19 Years,2444
2024,Midland,20 Years,2417
2024,Midland,21 Years,2376
2024,Midland,22 Years,2247
2024,Midland,23 Years,2236
2024,Midland,24 Years,2110
2024,Midland,25 Years,2221
2024,Midland,26 Years,2078
2024,Midland,27 Years,2311
2024,Midland,28 Years,2440
2024,Midland,29 Years,2735
2024,Midland,30 Years,2794
2024,Midland,31 Years,2798
2024,Midland,32 Years,3021
2024,Midland,33 Years,3028
2024,Midland,34 Years,3270
2024,Midland,35 Years,2964
2024,Midland,36 Years,3016
2024,Midland,37 Years,3136
2024,Midland,38 Years,2951
2024,Midland,39 Years,3115
2024,Midland,40 Years,2896
2024,Midland,41 Years,2708
2024,Midland,42 Years,2667
2024,Midland,43 Years,2396
2024,Midland,44 Years,2618
2024,Midland,45 Years,2191
2024,Midland,46 Years,2230
2024,Midland,47 Years,1949
2024,Midland,48 Years,1874
2024,Midland,49 Years,2232
2024,Midland,50 Years,1742
2024,Midland,51 Years,1659
2024,Midland,52 Years,1912
2024,Midland,53 Years,1852
2024,Midland,54 Years,2081
2024,Midland,55 Years,1710
2024,Midland,56 Years,1707
2024,Midland,57 Years,1668
2024,Midland,58 Years,1710
2024,Midland,59 Years,1890
2024,Midland,60 Years,1795
2024,Midland,61 Years,1936
2024,Midland,62 Years,1906
2024,Midland,63 Years,2004
2024,Midland,64 Years,1919
2024,Midland,65 Years,1868
2024,Midland,66 Years,1773
2024,Midland,67 Years,1730
2024,Midland,68 Years,1716
2024,Midland,69 Years,1530
2024,Midland,70 Years,1449
2024,Midland,71 Years,1238
2024,Midland,72 Years,1148
2024,Midland,73 Years,1080
2024,Midland,74 Years,939
2024,Midland,75 Years,816
2024,Midland,76 Years,811
2024,Midland,77 Years,760
2024,Midland,78 Years,582
2024,Midland,79 Years,566
2024,Midland,80 Years,513
2024,Midland,81 Years,539
2024,Midland,82 Years,426
2024,Midland,83 Years,370
2024,Midland,84 Years,365
2024,Midland,85 Years,327
2024,Midland,86 Years,333
2024,Midland,87 Years,247
2024,Midland,88 Years,282
2024,Midland,89 Years,242
2024,Midland,90 Years,219
2024,Midland,91 Years,154
2024,Midland,92 Years,107
2024,Midland,93 Years,124
2024,Midland,94 Years,65
2024,Midland,95+ Years,102
2024,Parmer,< 01 Year,118
2024,Parmer,01 Years,134
2024,Parmer,02 Years,134
2024,Parmer,03 Years,146
2024,Parmer,04 Years,123
2024,Parmer,05 Years,114
2024,Parmer,06 Years,140
2024,Parmer,07 Years,145
2024,Parmer,08 Years,160
2024,Parmer,09 Years,147
2024,Parmer,10 Years,122
2024,Parmer,11 Years,126
2024,Parmer,12 Years,162
2024,Parmer,13 Years,136
2024,Parmer,14 Years,136
2024,Parmer,15 Years,161
2024,Parmer,16 Years,177
2024,Parmer,17 Years,177
2024,Parmer,18 Years,158
2024,Parmer,19 Years,153
2024,Parmer,20 Years,137
2024,Parmer,21 Years,153
2024,Parmer,22 Years,175
2024,Parmer,23 Years,109
2024,Parmer,24 Years,145
2024,Parmer,25 Years,124
2024,Parmer,26 Years,110
2024,Parmer,27 Years,121
2024,Parmer,28 Years,122
2024,Parmer,29 Years,124
2024,Parmer,30 Years,100
2024,Parmer,31 Years,115
2024,Parmer,32 Years,117
2024,Parmer,33 Years,146
2024,Parmer,34 Years,87
2024,Parmer,35 Years,90
2024,Parmer,36 Years,128
2024,Parmer,37 Years,106
2024,Parmer,38 Years,109
2024,Parmer,39 Years,122
2024,Parmer,40 Years,64
2024,Parmer,41 Years,111
2024,Parmer,42 Years,120
2024,Parmer,43 Years,91
2024,Parmer,44 Years,110
2024,Parmer,45 Years,79
2024,Parmer,46 Years,60
2024,Parmer,47 Years,85
2024,Parmer,48 Years,99
2024,Parmer,49 Years,110
2024,Parmer,50 Years,117
2024,Parmer,51 Years,105
2024,Parmer,52 Years,76
2024,Parmer,53 Years,76
2024,Parmer,54 Years,111
2024,Parmer,55 Years,125
2024,Parmer,56 Years,76
2024,Parmer,57 Years,93
2024,Parmer,58 Years,136
2024,Parmer,59 Years,85
2024,Parmer,60 Years,139
2024,Parmer,61 Years,145
2024,Parmer,62 Years,135
2024,Parmer,63 Years,95
