Year,County,Age,Total Population
2024,Parmer,64 Years,95
2024,Parmer,65 Years,96
2024,Parmer,66 Years,86
2024,Parmer,67 Years,78
2024,Parmer,68 Years,89
2024,Parmer,69 Years,108
2024,Parmer,70 Years,73
2024,Parmer,71 Years,65
2024,Parmer,72 Years,91
2024,Parmer,73 Years,81
2024,Parmer,74 Years,66
2024,Parmer,75 Years,70
2024,Parmer,76 Years,48
2024,Parmer,77 Years,62
2024,Parmer,78 Years,20
2024,Parmer,79 Years,59
2024,Parmer,80 Years,59
2024,Parmer,81 Years,58
2024,Parmer,82 Years,24
2024,Parmer,83 Years,54
2024,Parmer,84 Years,42
2024,Parmer,85 Years,49
2024,Parmer,86 Years,30
2024,Parmer,87 Years,21
2024,Parmer,88 Years,30
2024,Parmer,89 Years,23
2024,Parmer,90 Years,10
2024,Parmer,91 Years,1
2024,Parmer,92 Years,17
2024,Parmer,93 Years,5
2024,Parmer,94 Years,2
2024,Parmer,95+ Years,14
2024,Potter,< 01 Year,1465
2024,Potter,01 Years,1549
2024,Potter,02 Years,1566
2024,Potter,03 Years,1563
2024,Potter,04 Years,1357
2024,Potter,05 Years,1354
2024,Potter,06 Years,1412
2024,Potter,07 Years,1530
2024,Potter,08 Years,1572
2024,Potter,09 Years,1566
2024,Potter,10 Years,1689
2024,Potter,11 Years,1727
2024,Potter,12 Years,1693
2024,Potter,13 Years,1628
2024,Potter,14 Years,1756
2024,Potter,15 Years,1699
2024,Potter,16 Years,1782
2024,Potter,17 Years,1786
2024,Potter,18 Years,1762
2024,Potter,19 Years,1766
2024,Potter,20 Years,1793
2024,Potter,21 Years,1759
2024,Potter,22 Years,1619
2024,Potter,23 Years,1527
2024,Potter,24 Years,1452
2024,Potter,25 Years,1605
2024,Potter,26 Years,1619
2024,Potter,27 Years,1647
2024,Potter,28 Years,1577
2024,Potter,29 Years,1525
2024,Potter,30 Years,1559
2024,Potter,31 Years,1579
2024,Potter,32 Years,1606
2024,Potter,33 Years,1552
2024,Potter,34 Years,1692
2024,Potter,35 Years,1620
2024,Potter,36 Years,1592
2024,Potter,37 Years,1470
2024,Potter,38 Years,1561
2024,Potter,39 Years,1615
2024,Potter,40 Years,1504
2024,Potter,41 Years,1548
2024,Potter,42 Years,1600
2024,Potter,43 Years,1604
2024,Potter,44 Years,1564
2024,Potter,45 Years,1356
2024,Potter,46 Years,1327
2024,Potter,47 Years,1275
2024,Potter,48 Years,1353
2024,Potter,49 Years,1376
2024,Potter,50 Years,1268
2024,Potter,51 Years,1200
2024,Potter,52 Years,1399
2024,Potter,53 Years,1380
2024,Potter,54 Years,1505
2024,Potter,55 Years,1223
2024,Potter,56 Years,1301
2024,Potter,57 Years,1231
2024,Potter,58 Years,1319
2024,Potter,59 Years,1472
2024,Potter,60 Years,1416
2024,Potter,61 Years,1247
2024,Potter,62 Years,1383
2024,Potter,63 Years,1332
2024,Potter,64 Years,1421
2024,Potter,65 Years,1246
2024,Potter,66 Years,1197
2024,Potter,67 Years,1232
2024,Potter,68 Years,1292
2024,Potter,69 Years,1220
2024,Potter,70 Years,1076
2024,Potter,71 Years,1094
2024,Potter,72 Years,970
2024,Potter,73 Years,911
2024,Potter,74 Years,848
2024,Potter,75 Years,782
2024,Potter,76 Years,762
2024,Potter,77 Years,679
2024,Potter,78 Years,485
2024,Potter,79 Years,430
2024,Potter,80 Years,531
2024,Potter,81 Years,435
2024,Potter,82 Years,383
2024,Potter,83 Years,400
2024,Potter,84 Years,342
2024,Potter,85 Years,335
2024,Potter,86 Years,322
2024,Potter,87 Years,260
2024,Potter,88 Years,270
2024,Potter,89 Years,184
2024,Potter,90 Years,148
2024,Potter,91 Years,123
2024,Potter,92 Years,130
2024,Potter,93 Years,101
2024,Potter,94 Years,80
2024,Potter,95+ Years,72
2024,Randall,< 01 Year,1731
2024,Randall,01 Years,1755
2024,Randall,02 Years,1789
2024,Randall,03 Years,1739
2024,Randall,04 Years,1662
2024,Randall,05 Years,1703
2024,Randall,06 Years,1780
2024,Randall,07 Years,1855
2024,Randall,08 Years,1938
2024,Randall,09 Years,2080
2024,Randall,10 Years,2024
2024,Randall,11 Years,2020
2024,Randall,12 Years,2040
2024,Randall,13 Years,2057
2024,Randall,14 Years,2117
2024,Randall,15 Years,2332
2024,Randall,16 Years,2280
2024,Randall,17 Years,2299
2024,Randall,18 Years,2226
2024,Randall,19 Years,2236
2024,Randall,20 Years,2235
2024,Randall,21 Years,2095
2024,Randall,22 Years,2147
2024,Randall,23 Years,2330
2024,Randall,24 Years,2395
2024,Randall,25 Years,2143
2024,Randall,26 Years,2178
2024,Randall,27 Years,2001
2024,Randall,28 Years,1939
2024,Randall,29 Years,2007
2024,Randall,30 Years,1902
2024,Randall,31 Years,1934
2024,Randall,32 Years,2020
2024,Randall,33 Years,2118
2024,Randall,34 Years,2169
2024,Randall,35 Years,1982
2024,Randall,36 Years,1983
2024,Randall,37 Years,1922
2024,Randall,38 Years,2055
2024,Randall,39 Years,2091
2024,Randall,40 Years,1973
2024,Randall,41 Years,2029
2024,Randall,42 Years,1978
2024,Randall,43 Years,2046
2024,Randall,44 Years,1989
2024,Randall,45 Years,1841
2024,Randall,46 Years,1795
2024,Randall,47 Years,1639
2024,Randall,48 Years,1705
2024,Randall,49 Years,1753
2024,Randall,50 Years,1498
2024,Randall,51 Years,1592
2024,Randall,52 Years,1652
2024,Randall,53 Years,1741
2024,Randall,54 Years,1681
2024,Randall,55 Years,1568
2024,Randall,56 Years,1573
2024,Randall,57 Years,1480
2024,Randall,58 Years,1583
2024,Randall,59 Years,1731
2024,Randall,60 Years,1807
2024,Randall,61 Years,1777
2024,Randall,62 Years,1655
2024,Randall,63 Years,1745
2024,Randall,64 Years,1765
2024,Randall,65 Years,1794
2024,Randall,66 Years,1790
2024,Randall,67 Years,1797
2024,Randall,68 Years,1585
2024,Randall,69 Years,1669
2024,Randall,70 Years,1483
2024,Randall,71 Years,1578
2024,Randall,72 Years,1489
2024,Randall,73 Years,1206
2024,Randall,74 Years,1240
2024,Randall,75 Years,1135
2024,Randall,76 Years,1154
2024,Randall,77 Years,1173
2024,Randall,78 Years,762
2024,Randall,79 Years,755
2024,Randall,80 Years,730
2024,Randall,81 Years,671
2024,Randall,82 Years,602
2024,Randall,83 Years,538
2024,Randall,84 Years,553
2024,Randall,85 Years,480
2024,Randall,86 Years,384
2024,Randall,87 Years,302
2024,Randall,88 Years,277
2024,Randall,89 Years,223
2024,Randall,90 Years,161
2024,Randall,91 Years,204
2024,Randall,92 Years,63
2024,Randall,93 Years,58
2024,Randall,94 Years,62
2024,Randall,95+ Years,29
2024,Reeves,< 01 Year,195
2024,Reeves,01 Years,181
2024,Reeves,02 Years,178
2024,Reeves,03 Years,193
2024,Reeves,04 Years,166
2024,Reeves,05 Years,160
2024,Reeves,06 Years,143
2024,Reeves,07 Years,142
2024,Reeves,08 Years,179
2024,Reeves,09 Years,175
2024,Reeves,10 Years,169
2024,Reeves,11 Years,174
2024,Reeves,12 Years,154
2024,Reeves,13 Years,168
2024,Reeves,14 Years,189
2024,Reeves,15 Years,202
2024,Reeves,16 Years,222
2024,Reeves,17 Years,181
2024,Reeves,18 Years,166
2024,Reeves,19 Years,177
2024,Reeves,20 Years,203
2024,Reeves,21 Years,214
2024,Reeves,22 Years,192
2024,Reeves,23 Years,212
2024,Reeves,24 Years,182
2024,Reeves,25 Years,192
2024,Reeves,26 Years,225
2024,Reeves,27 Years,222
2024,Reeves,28 Years,216
2024,Reeves,29 Years,257
2024,Reeves,30 Years,252
2024,Reeves,31 Years,250
2024,Reeves,32 Years,233
2024,Reeves,33 Years,257
2024,Reeves,34 Years,258
2024,Reeves,35 Years,307
2024,Reeves,36 Years,230
2024,Reeves,37 Years,282
2024,Reeves,38 Years,283
2024,Reeves,39 Years,246
2024,Reeves,40 Years,247
2024,Reeves,41 Years,246
2024,Reeves,42 Years,252
2024,Reeves,43 Years,252
2024,Reeves,44 Years,237
2024,Reeves,45 Years,208
2024,Reeves,46 Years,202
2024,Reeves,47 Years,209
2024,Reeves,48 Years,189
2024,Reeves,49 Years,212
2024,Reeves,50 Years,181
2024,Reeves,51 Years,137
2024,Reeves,52 Years,159
2024,Reeves,53 Years,183
2024,Reeves,54 Years,206
2024,Reeves,55 Years,151
2024,Reeves,56 Years,137
2024,Reeves,57 Years,161
2024,Reeves,58 Years,173
2024,Reeves,59 Years,135
2024,Reeves,60 Years,164
2024,Reeves,61 Years,117
2024,Reeves,62 Years,161
2024,Reeves,63 Years,136
2024,Reeves,64 Years,160
2024,Reeves,65 Years,146
2024,Reeves,66 Years,150
2024,Reeves,67 Years,144
2024,Reeves,68 Years,135
2024,Reeves,69 Years,110
2024,Reeves,70 Years,111
2024,Reeves,71 Years,124
2024,Reeves,72 Years,129
2024,Reeves,73 Years,69
2024,Reeves,74 Years,93
2024,Reeves,75 Years,98
2024,Reeves,76 Years,86
2024,Reeves,77 Years,66
2024,Reeves,78 Years,47
2024,Reeves,79 Years,84
2024,Reeves,80 Years,89
2024,Reeves,81 Years,51
2024,Reeves,82 Years,57
2024,Reeves,83 Years,41
2024,Reeves,84 Years,56
2024,Reeves,85 Years,57
2024,Reeves,86 Years,21
2024,Reeves,87 Years,40
2024,Reeves,88 Years,39
2024,Reeves,89 Years,36
2024,Reeves,90 Years,9
2024,Reeves,91 Years,24
2024,Reeves,92 Years,13
2024,Reeves,93 Years,22
2024,Reeves,94 Years,11
2024,Reeves,95+ Years,19
2024,Rockwall,< 01 Year,1636
2024,Rockwall,01 Years,1636
2024,Rockwall,02 Years,1566
2024,Rockwall,03 Years,1459
2024,Rockwall,04 Years,1372
2024,Rockwall,05 Years,1559
2024,Rockwall,06 Years,1526
2024,Rockwall,07 Years,1705
2024,Rockwall,08 Years,1849
2024,Rockwall,09 Years,1880
2024,Rockwall,10 Years,1881
2024,Rockwall,11 Years,1929
2024,Rockwall,12 Years,2015
2024,Rockwall,13 Years,1993
2024,Rockwall,14 Years,2126
2024,Rockwall,15 Years,2062
2024,Rockwall,16 Years,2275
2024,Rockwall,17 Years,2346
2024,Rockwall,18 Years,2264
2024,Rockwall,19 Years,2200
2024,Rockwall,20 Years,2382
2024,Rockwall,21 Years,2195
2024,Rockwall,22 Years,1971
2024,Rockwall,23 Years,1887
2024,Rockwall,24 Years,1674
2024,Rockwall,25 Years,1554
2024,Rockwall,26 Years,1525
2024,Rockwall,27 Years,1374
2024,Rockwall,28 Years,1436
2024,Rockwall,29 Years,1359
2024,Rockwall,30 Years,1294
2024,Rockwall,31 Years,1485
2024,Rockwall,32 Years,1381
2024,Rockwall,33 Years,1454
2024,Rockwall,34 Years,1655
2024,Rockwall,35 Years,1397
2024,Rockwall,36 Years,1601
2024,Rockwall,37 Years,1620
2024,Rockwall,38 Years,1716
2024,Rockwall,39 Years,1896
2024,Rockwall,40 Years,1774
2024,Rockwall,41 Years,1926
2024,Rockwall,42 Years,1822
2024,Rockwall,43 Years,1922
2024,Rockwall,44 Years,2038
2024,Rockwall,45 Years,1828
2024,Rockwall,46 Years,1854
2024,Rockwall,47 Years,1900
2024,Rockwall,48 Years,1848
2024,Rockwall,49 Years,1892
2024,Rockwall,50 Years,1810
2024,Rockwall,51 Years,1678
2024,Rockwall,52 Years,1887
2024,Rockwall,53 Years,1955
2024,Rockwall,54 Years,1936
2024,Rockwall,55 Years,1723
2024,Rockwall,56 Years,1650
2024,Rockwall,57 Years,1558
2024,Rockwall,58 Years,1526
2024,Rockwall,59 Years,1632
2024,Rockwall,60 Years,1741
2024,Rockwall,61 Years,1675
2024,Rockwall,62 Years,1523
2024,Rockwall,63 Years,1604
2024,Rockwall,64 Years,1679
2024,Rockwall,65 Years,1358
2024,Rockwall,66 Years,1347
2024,Rockwall,67 Years,1299
2024,Rockwall,68 Years,1287
2024,Rockwall,69 Years,1215
2024,Rockwall,70 Years,1075
2024,Rockwall,71 Years,1062
2024,Rockwall,72 Years,943
2024,Rockwall,73 Years,1020
2024,Rockwall,74 Years,838
2024,Rockwall,75 Years,904
2024,Rockwall,76 Years,898
2024,Rockwall,77 Years,852
2024,Rockwall,78 Years,576
2024,Rockwall,79 Years,554
2024,Rockwall,80 Years,569
2024,Rockwall,81 Years,535
2024,Rockwall,82 Years,427
2024,Rockwall,83 Years,446
2024,Rockwall,84 Years,384
2024,Rockwall,85 Years,311
2024,Rockwall,86 Years,205
2024,Rockwall,87 Years,187
2024,Rockwall,88 Years,201
2024,Rockwall,89 Years,159
2024,Rockwall,90 Years,162
2024,Rockwall,91 Years,109
2024,Rockwall,92 Years,111
2024,Rockwall,93 Years,93
2024,Rockwall,94 Years,34
2024,Rockwall,95+ Years,250
2024,Terry,< 01 Year,172
2024,Terry,01 Years,180
2024,Terry,02 Years,177
2024,Terry,03 Years,160
2024,Terry,04 Years,145
2024,Terry,05 Years,161
2024,Terry,06 Years,164
2024,Terry,07 Years,151
2024,Terry,08 Years,174
2024,Terry,09 Years,209
2024,Terry,10 Years,187
2024,Terry,11 Years,151
2024,Terry,12 Years,202
2024,Terry,13 Years,153
2024,Terry,14 Years,157
2024,Terry,15 Years,210
2024,Terry,16 Years,183
2024,Terry,17 Years,195
2024,Terry,18 Years,161
2024,Terry,19 Years,140
2024,Terry,20 Years,172
2024,Terry,21 Years,182
2024,Terry,22 Years,155
2024,Terry,23 Years,132
2024,Terry,24 Years,104
2024,Terry,25 Years,137
2024,Terry,26 Years,141
2024,Terry,27 Years,143
2024,Terry,28 Years,160
2024,Terry,29 Years,122
2024,Terry,30 Years,143
2024,Terry,31 Years,130
2024,Terry,32 Years,148
2024,Terry,33 Years,149
2024,Terry,34 Years,138
2024,Terry,35 Years,154
2024,Terry,36 Years,128
2024,Terry,37 Years,134
2024,Terry,38 Years,183
2024,Terry,39 Years,184
2024,Terry,40 Years,130
2024,Terry,41 Years,153
2024,Terry,42 Years,134
2024,Terry,43 Years,139
2024,Terry,44 Years,161
2024,Terry,45 Years,133
2024,Terry,46 Years,101
2024,Terry,47 Years,119
2024,Terry,48 Years,107
2024,Terry,49 Years,142
2024,Terry,50 Years,71
2024,Terry,51 Years,84
2024,Terry,52 Years,100
2024,Terry,53 Years,99
2024,Terry,54 Years,117
2024,Terry,55 Years,144
2024,Terry,56 Years,115
2024,Terry,57 Years,116
2024,Terry,58 Years,123
2024,Terry,59 Years,153
2024,Terry,60 Years,119
2024,Terry,61 Years,134
2024,Terry,62 Years,147
2024,Terry,63 Years,141
2024,Terry,64 Years,151
2024,Terry,65 Years,155
2024,Terry,66 Years,139
2024,Terry,67 Years,114
2024,Terry,68 Years,158
2024,Terry,69 Years,127
2024,Terry,70 Years,129
2024,Terry,71 Years,89
2024,Terry,72 Years,116
2024,Terry,73 Years,99
2024,Terry,74 Years,76
2024,Terry,75 Years,60
2024,Terry,76 Years,83
2024,Terry,77 Years,79
2024,Terry,78 Years,71
2024,Terry,79 Years,39
2024,Terry,80 Years,59
2024,Terry,81 Years,56
2024,Terry,82 Years,56
2024,Terry,83 Years,56
2024,Terry,84 Years,46
2024,Terry,85 Years,20
2024,Terry,86 Years,45
2024,Terry,87 Years,23
2024,Terry,88 Years,37
2024,Terry,89 Years,44
2024,Terry,90 Years,15
2024,Terry,91 Years,14
2024,Terry,92 Years,9
2024,Terry,93 Years,19
2024,Terry,94 Years,6
2024,Terry,95+ Years,9
2024,Upshur,< 01 Year,529
2024,Upshur,01 Years,532
2024,Upshur,02 Years,529
2024,Upshur,03 Years,517
2024,Upshur,04 Years,443
2024,Upshur,05 Years,428
2024,Upshur,06 Years,510
2024,Upshur,07 Years,522
2024,Upshur,08 Years,527
2024,Upshur,09 Years,579
2024,Upshur,10 Years,595
2024,Upshur,11 Years,628
2024,Upshur,12 Years,606
2024,Upshur,13 Years,653
2024,Upshur,14 Years,681
2024,Upshur,15 Years,625
2024,Upshur,16 Years,659
2024,Upshur,17 Years,721
2024,Upshur,18 Years,654
2024,Upshur,19 Years,652
2024,Upshur,20 Years,692
2024,Upshur,21 Years,648
2024,Upshur,22 Years,605
2024,Upshur,23 Years,482
2024,Upshur,24 Years,490
2024,Upshur,25 Years,394
2024,Upshur,26 Years,438
2024,Upshur,27 Years,429
2024,Upshur,28 Years,407
2024,Upshur,29 Years,480
2024,Upshur,30 Years,483
2024,Upshur,31 Years,453
2024,Upshur,32 Years,429
2024,Upshur,33 Years,450
2024,Upshur,34 Years,610
2024,Upshur,35 Years,522
2024,Upshur,36 Years,476
2024,Upshur,37 Years,481
2024,Upshur,38 Years,512
2024,Upshur,39 Years,551
2024,Upshur,40 Years,528
2024,Upshur,41 Years,573
2024,Upshur,42 Years,556
2024,Upshur,43 Years,498
2024,Upshur,44 Years,590
2024,Upshur,45 Years,477
2024,Upshur,46 Years,486
2024,Upshur,47 Years,563
2024,Upshur,48 Years,497
2024,Upshur,49 Years,470
2024,Upshur,50 Years,543
2024,Upshur,51 Years,475
2024,Upshur,52 Years,517
2024,Upshur,53 Years,502
2024,Upshur,54 Years,576
2024,Upshur,55 Years,523
2024,Upshur,56 Years,467
2024,Upshur,57 Years,434
2024,Upshur,58 Years,485
2024,Upshur,59 Years,592
2024,Upshur,60 Years,526
2024,Upshur,61 Years,649
2024,Upshur,62 Years,651
2024,Upshur,63 Years,581
2024,Upshur,64 Years,615
2024,Upshur,65 Years,607
2024,Upshur,66 Years,564
2024,Upshur,67 Years,597
2024,Upshur,68 Years,542
2024,Upshur,69 Years,503
2024,Upshur,70 Years,497
2024,Upshur,71 Years,511
2024,Upshur,72 Years,448
2024,Upshur,73 Years,425
2024,Upshur,74 Years,431
2024,Upshur,75 Years,395
2024,Upshur,76 Years,386
2024,Upshur,77 Years,373
2024,Upshur,78 Years,264
2024,Upshur,79 Years,303
2024,Upshur,80 Years,256
2024,Upshur,81 Years,282
2024,Upshur,82 Years,250
2024,Upshur,83 Years,186
2024,Upshur,84 Years,152
2024,Upshur,85 Years,167
2024,Upshur,86 Years,99
2024,Upshur,87 Years,136
2024,Upshur,88 Years,112
2024,Upshur,89 Years,76
2024,Upshur,90 Years,38
2024,Upshur,91 Years,115
2024,Upshur,92 Years,48
2024,Upshur,93 Years,53
2024,Upshur,94 Years,32
2024,Upshur,95+ Years,130
2024,Yoakum,< 01 Year,134
2024,Yoakum,01 Years,132
2024,Yoakum,02 Years,122
2024,Yoakum,03 Years,126
2024,Yoakum,04 Years,99
2024,Yoakum,05 Years,117
2024,Yoakum,06 Years,95
2024,Yoakum,07 Years,117
2024,Yoakum,08 Years,100
2024,Yoakum,09 Years,93
2024,Yoakum,10 Years,140
2024,Yoakum,11 Years,97
2024,Yoakum,12 Years,111
2024,Yoakum,13 Years,108
2024,Yoakum,14 Years,134
2024,Yoakum,15 Years,133
2024,Yoakum,16 Years,127
2024,Yoakum,17 Years,131
2024,Yoakum,18 Years,104
2024,Yoakum,19 Years,128
2024,Yoakum,20 Years,132
2024,Yoakum,21 Years,130
2024,Yoakum,22 Years,100
2024,Yoakum,23 Years,97
2024,Yoakum,24 Years,96
2024,Yoakum,25 Years,98
2024,Yoakum,26 Years,65
2024,Yoakum,27 Years,96
2024,Yoakum,28 Years,59
2024,Yoakum,29 Years,72
2024,Yoakum,30 Years,99
2024,Yoakum,31 Years,72
2024,Yoakum,32 Years,57
2024,Yoakum,33 Years,100
2024,Yoakum,34 Years,83
2024,Yoakum,35 Years,57
2024,Yoakum,36 Years,117
2024,Yoakum,37 Years,72
2024,Yoakum,38 Years,127
2024,Yoakum,39 Years,82
2024,Yoakum,40 Years,69
2024,Yoakum,41 Years,89
2024,Yoakum,42 Years,125
2024,Yoakum,43 Years,75
2024,Yoakum,44 Years,94
2024,Yoakum,45 Years,73
2024,Yoakum,46 Years,82
2024,Yoakum,47 Years,70
2024,Yoakum,48 Years,91
2024,Yoakum,49 Years,62
2024,Yoakum,50 Years,74
2024,Yoakum,51 Years,68
2024,Yoakum,52 Years,78
2024,Yoakum,53 Years,100
2024,Yoakum,54 Years,72
2024,Yoakum,55 Years,65
2024,Yoakum,56 Years,88
2024,Yoakum,57 Years,111
2024,Yoakum,58 Years,82
2024,Yoakum,59 Years,87
2024,Yoakum,60 Years,78
2024,Yoakum,61 Years,108
2024,Yoakum,62 Years,80
2024,Yoakum,63 Years,97
2024,Yoakum,64 Years,95
2024,Yoakum,65 Years,93
2024,Yoakum,66 Years,60
2024,Yoakum,67 Years,85
2024,Yoakum,68 Years,103
2024,Yoakum,69 Years,97
2024,Yoakum,70 Years,69
2024,Yoakum,71 Years,43
2024,Yoakum,72 Years,47
2024,Yoakum,73 Years,77
2024,Yoakum,74 Years,57
2024,Yoakum,75 Years,50
2024,Yoakum,76 Years,55
2024,Yoakum,77 Years,51
2024,Yoakum,78 Years,38
2024,Yoakum,79 Years,44
2024,Yoakum,80 Years,50
2024,Yoakum,81 Years,49
2024,Yoakum,82 Years,19
2024,Yoakum,83 Years,11
2024,Yoakum,84 Years,26
2024,Yoakum,85 Years,19
2024,Yoakum,86 Years,18
2024,Yoakum,87 Years,23
2024,Yoakum,88 Years,29
2024,Yoakum,89 Years,14
2024,Yoakum,90 Years,11
2024,Yoakum,91 Years,6
2024,Yoakum,92 Years,11
2024,Yoakum,93 Years,9
2024,Yoakum,94 Years,8
2024,Yoakum,95+ Years,10
